
Nombre de imagen               PID Nombre de sesi�n N�m. de ses Uso de memor Estado          Nombre de usuario                                  Tiempo de CP T�tulo de ventana                                                       
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
System Idle Process              0 Services                   0         8 KB Unknown         NT AUTHORITY\SYSTEM                                    90:26:04 N/D                                                                     
StartMenuExperienceHost.e    10820 Console                    1   122.228 KB Running         PC_Ismael\Ismael NV                                     0:00:05 Inicio                                                                  
SearchHost.exe               10844 Console                    1   107.428 KB Running         PC_Ismael\Ismael NV                                     0:00:05 Buscar                                                                  
WidgetBoard.exe              10976 Console                    1    23.420 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
RuntimeBroker.exe            11040 Console                    1    44.448 KB Running         PC_Ismael\Ismael NV                                     0:00:03 N/D                                                                     
svchost.exe                  11056 Console                    1    21.120 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
WidgetService.exe            10816 Console                    1    27.488 KB Running         PC_Ismael\Ismael NV                                     0:00:02 OLEChannelWnd                                                           
ctfmon.exe                   12076 Console                    1    35.944 KB Running         PC_Ismael\Ismael NV                                     0:01:24 N/D                                                                     
msedgewebview2.exe           11616 Console                    1    96.820 KB Running         PC_Ismael\Ismael NV                                     0:00:05 B�squeda                                                                
msedgewebview2.exe           11504 Console                    1    11.508 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
msedgewebview2.exe             948 Console                    1    67.708 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
MicrosoftStartFeedProvide     5728 Console                    1    43.584 KB Running         PC_Ismael\Ismael NV                                     0:00:04 N/D                                                                     
msedgewebview2.exe           12044 Console                    1    38.104 KB Running         PC_Ismael\Ismael NV                                     0:00:01 OLEChannelWnd                                                           
msedgewebview2.exe            5148 Console                    1    19.556 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
msedgewebview2.exe           12432 Console                    1    48.088 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
svchost.exe                  12688 Services                   0    25.236 KB Unknown         N/D                                                     0:00:02 N/D                                                                     
NisSrv.exe                   11856 Services                   0    13.488 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
TextInputHost.exe            12764 Console                    1   183.024 KB Running         PC_Ismael\Ismael NV                                     0:01:06 Experiencia de entrada de Windows                                       
SecurityHealthSystray.exe     7836 Console                    1    12.880 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
SecurityHealthService.exe     7784 Services                   0    24.328 KB Unknown         N/D                                                     0:00:02 N/D                                                                     
RtkAudUService64.exe          9424 Console                    1    20.060 KB Running         PC_Ismael\Ismael NV                                     0:00:04 RealtekAudioBackgroundProcessClass                                      
HPSystemEventUtilityBackg     2716 Console                    1    54.900 KB Running         PC_Ismael\Ismael NV                                     0:00:32 .NET-BroadcastEventWindow.4.0.0.0.21af1a5.0                             
svchost.exe                  10212 Services                   0    16.148 KB Unknown         N/D                                                     0:00:04 N/D                                                                     
unsecapp.exe                  5824 Console                    1    11.512 KB Running         PC_Ismael\Ismael NV                                     0:00:00 OleMainThreadWndName                                                    
HPMediaNetwork.exe            9540 Console                    1    55.044 KB Running         PC_Ismael\Ismael NV                                     0:00:00 .NET-BroadcastEventWindow.4.0.0.0.329445b.0                             
svchost.exe                  14308 Console                    1    23.700 KB Unknown         PC_Ismael\Ismael NV                                     0:00:01 N/D                                                                     
svchost.exe                  13536 Services                   0     8.736 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
svchost.exe                  12024 Console                    1    14.448 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
svchost.exe                  14016 Services                   0    10.012 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
svchost.exe                  13808 Services                   0    16.848 KB Unknown         N/D                                                     0:00:01 N/D                                                                     
WebexHost.exe                11164 Console                    1    14.844 KB Running         PC_Ismael\Ismael NV                                     0:00:19 N/D                                                                     
ShellExperienceHost.exe      15332 Console                    1    75.152 KB Running         PC_Ismael\Ismael NV                                     0:00:01 Notificaci�n nueva                                                      
RuntimeBroker.exe             8728 Console                    1    25.796 KB Running         PC_Ismael\Ismael NV                                     0:00:00 OleMainThreadWndName                                                    
svchost.exe                  14532 Services                   0     9.744 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
AdobeCollabSync.exe          14848 Console                    1    41.464 KB Running         PC_Ismael\Ismael NV                                     0:00:00 AdobeCollabSynchronizerNotification                                     
AdobeCollabSync.exe          14856 Console                    1    47.984 KB Unknown         PC_Ismael\Ismael NV                                     0:00:37 N/D                                                                     
MicrosoftSecurityApp.exe      4500 Console                    1   156.620 KB Running         PC_Ismael\Ismael NV                                     0:00:35 N/D                                                                     
svchost.exe                   4404 Services                   0    22.508 KB Unknown         N/D                                                     0:00:15 N/D                                                                     
svchost.exe                  14544 Console                    1    15.392 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
svchost.exe                   8252 Services                   0    15.592 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
svchost.exe                   4384 Services                   0    15.256 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
svchost.exe                   3380 Services                   0    15.760 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
svchost.exe                   6216 Services                   0    12.804 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
RuntimeBroker.exe             7088 Console                    1    13.872 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
svchost.exe                   7644 Services                   0    10.004 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
ApplicationFrameHost.exe     10628 Console                    1    44.268 KB Running         PC_Ismael\Ismael NV                                     0:00:00 Configuraci�n                                                           
SystemSettings.exe            5320 Console                    1     1.920 KB Running         PC_Ismael\Ismael NV                                     0:00:02 Configuraci�n                                                           
svchost.exe                  14424 Services                   0    17.128 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
svchost.exe                   3984 Services                   0    27.444 KB Unknown         N/D                                                     0:00:07 N/D                                                                     
hpqwmiex.exe                  1944 Services                   0    13.324 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
AppActions.exe               13912 Console                    1    33.004 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
ShellHost.exe                 3868 Console                    1    48.584 KB Running         PC_Ismael\Ismael NV                                     0:00:00 Quick Settings                                                          
javaw.exe                     7840 Console                    1    38.536 KB Running         PC_Ismael\Ismael NV                                     0:00:14 Access Bridge status                                                    
msedgewebview2.exe           14020 Console                    1    51.632 KB Unknown         PC_Ismael\Ismael NV                                     0:00:01 N/D                                                                     
chrome.exe                    3260 Console                    1   378.100 KB Running         PC_Ismael\Ismael NV                                     0:06:57 comando en windows takslist - Cerca de Google - Google Chrome           
chrome.exe                    3140 Console                    1     9.396 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
chrome.exe                    8216 Console                    1   328.464 KB Running         PC_Ismael\Ismael NV                                     0:06:37 N/D                                                                     
chrome.exe                   15940 Console                    1    65.336 KB Running         PC_Ismael\Ismael NV                                     0:02:02 OleMainThreadWndName                                                    
chrome.exe                    9868 Console                    1    21.672 KB Unknown         PC_Ismael\Ismael NV                                     0:00:07 N/D                                                                     
LockApp.exe                   2264 Console                    1   105.252 KB Running         PC_Ismael\Ismael NV                                     0:00:01 Pantalla de bloqueo predeterminada de Windows                           
RuntimeBroker.exe             9896 Console                    1    40.676 KB Running         PC_Ismael\Ismael NV                                     0:00:02 N/D                                                                     
BridgeCommunication.exe      14104 Console                    1    15.132 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
BridgeCommunication.exe       3324 Console                    1    15.152 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
BridgeCommunication.exe      15016 Console                    1    15.284 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
chrome.exe                    3408 Console                    1   875.808 KB Unknown         PC_Ismael\Ismael NV                                     0:13:24 N/D                                                                     
chrome.exe                   10640 Console                    1    23.604 KB Unknown         PC_Ismael\Ismael NV                                     0:01:24 N/D                                                                     
chrome.exe                    5604 Console                    1    40.148 KB Unknown         PC_Ismael\Ismael NV                                     0:00:01 N/D                                                                     
chrome.exe                    6876 Console                    1    93.832 KB Unknown         PC_Ismael\Ismael NV                                     0:00:05 N/D                                                                     
svchost.exe                   3756 Services                   0    27.528 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
WmiApSrv.exe                 14004 Services                   0    11.416 KB Unknown         N/D                                                     0:00:09 N/D                                                                     
svchost.exe                   5580 Console                    1    13.920 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
